filename,w,h,class,xmin,ymin,xmax,ymax
apple_137.jpg,400,400,apple,73,56,164,147
apple_137.jpg,400,400,apple,247,1,320,79
apple_137.jpg,400,400,apple,318,6,387,60
apple_137.jpg,400,400,apple,375,38,400,77
apple_137.jpg,400,400,apple,357,1,400,23
apple_137.jpg,400,400,apple,316,1,355,21
apple_137.jpg,400,400,apple,253,120,345,190
apple_137.jpg,400,400,apple,336,146,379,186
apple_137.jpg,400,400,apple,205,67,285,137
apple_137.jpg,400,400,apple,260,231,326,291
apple_137.jpg,400,400,apple,124,137,196,221
apple_137.jpg,400,400,apple,191,165,299,272
apple_137.jpg,400,400,apple,116,208,209,296
apple_137.jpg,400,400,apple,80,246,126,280
apple_138.jpg,400,400,apple,9,75,243,342
apple_138.jpg,400,400,apple,127,121,400,363
apple_139.jpg,400,400,apple,117,96,197,222
apple_139.jpg,400,400,apple,84,55,145,167
apple_139.jpg,400,400,apple,79,1,145,78
apple_139.jpg,400,400,apple,124,1,184,41
apple_139.jpg,400,400,apple,138,25,189,107
apple_139.jpg,400,400,apple,129,214,195,337
apple_139.jpg,400,400,apple,80,249,162,373
apple_139.jpg,400,400,apple,130,336,201,400
apple_139.jpg,400,400,apple,74,362,147,400
apple_139.jpg,400,400,apple,1,317,91,400
apple_139.jpg,400,400,apple,26,194,101,320
apple_139.jpg,400,400,apple,1,270,59,374
apple_139.jpg,400,400,apple,1,158,48,276
apple_139.jpg,400,400,apple,78,167,145,262
apple_139.jpg,400,400,apple,36,87,106,201
apple_139.jpg,400,400,apple,1,102,46,168
apple_139.jpg,400,400,apple,1,61,25,153
apple_139.jpg,400,400,apple,21,4,87,108
apple_139.jpg,400,400,apple,1,1,33,80
apple_139.jpg,400,400,apple,78,1,142,76
apple_139.jpg,400,400,apple,199,53,255,156
apple_139.jpg,400,400,apple,238,1,290,75
apple_139.jpg,400,400,apple,198,1,237,54
apple_139.jpg,400,400,apple,285,18,338,111
apple_139.jpg,400,400,apple,299,1,353,33
apple_139.jpg,400,400,apple,334,6,391,70
apple_139.jpg,400,400,apple,374,1,400,65
apple_139.jpg,400,400,apple,338,46,400,111
apple_139.jpg,400,400,apple,332,74,400,192
apple_139.jpg,400,400,apple,374,155,400,256
apple_139.jpg,400,400,apple,307,113,342,152
apple_139.jpg,400,400,apple,294,142,355,248
apple_139.jpg,400,400,apple,303,216,388,362
apple_139.jpg,400,400,apple,243,91,309,209
apple_139.jpg,400,400,apple,191,165,271,274
apple_139.jpg,400,400,apple,209,150,250,172
apple_139.jpg,400,400,apple,255,203,310,285
apple_139.jpg,400,400,apple,233,262,316,380
apple_139.jpg,400,400,apple,196,256,250,364
apple_139.jpg,400,400,apple,297,245,380,365
apple_139.jpg,400,400,apple,213,371,273,400
apple_139.jpg,400,400,apple,272,340,322,400
apple_139.jpg,400,400,apple,346,335,400,380
apple_139.jpg,400,400,apple,328,375,400,400
apple_139.jpg,400,400,apple,379,276,400,343
apple_140.jpg,400,400,apple,195,91,372,362
apple_140.jpg,400,400,apple,62,84,209,344
apple_141.jpg,400,400,apple,49,88,201,325
apple_141.jpg,400,400,apple,199,91,350,324
apple_142.jpg,400,400,apple,51,77,344,372
apple_143.jpg,400,400,apple,56,89,330,340
apple_144.jpg,400,400,apple,192,18,338,228
apple_144.jpg,400,400,apple,223,221,368,349
apple_144.jpg,400,400,apple,256,158,386,279
apple_144.jpg,400,400,apple,114,249,225,400
apple_144.jpg,400,400,apple,213,282,300,400
apple_144.jpg,400,400,apple,97,43,224,259
apple_144.jpg,400,400,apple,1,1,125,160
apple_144.jpg,400,400,apple,1,144,129,348
apple_144.jpg,400,400,apple,215,1,331,76
apple_145.jpg,400,400,apple,69,84,329,349
apple_146.jpg,400,400,apple,24,32,211,360
apple_146.jpg,400,400,apple,168,197,345,381
apple_146.jpg,400,400,apple,209,68,382,268
apple_147.jpg,400,400,apple,54,1,258,209
apple_147.jpg,400,400,apple,205,97,400,359
apple_147.jpg,400,400,apple,14,118,216,384
apple_148.jpg,400,400,apple,22,90,213,344
apple_148.jpg,400,400,apple,222,81,400,323
apple_148.jpg,400,400,apple,103,1,267,190
apple_148.jpg,400,400,apple,36,1,154,89
apple_148.jpg,400,400,apple,241,1,400,122
apple_149.jpg,400,400,apple,42,63,365,372
apple_150.jpg,400,400,apple,148,165,321,340
apple_150.jpg,400,400,apple,1,183,152,326
apple_150.jpg,400,400,apple,16,13,170,199
apple_150.jpg,400,400,apple,168,2,345,179
apple_150.jpg,400,400,apple,335,11,400,156
apple_150.jpg,400,400,apple,299,150,400,326
apple_150.jpg,400,400,apple,319,314,400,400
apple_150.jpg,400,400,apple,170,314,327,400
apple_150.jpg,400,400,apple,1,306,167,400
apple_150.jpg,400,400,apple,1,180,148,329
apple_151.jpg,400,400,apple,79,50,291,330
apple_152.jpg,400,400,apple,98,89,311,309
apple_153.jpg,400,400,apple,180,128,358,297
apple_153.jpg,400,400,apple,101,206,262,313
apple_153.jpg,400,400,apple,69,104,211,253
apple_154.jpg,400,400,apple,71,94,294,318
apple_155.jpg,400,400,apple,63,94,215,363
apple_155.jpg,400,400,apple,165,107,380,349
apple_156.jpg,400,400,apple,118,1,264,148
apple_156.jpg,400,400,apple,62,98,218,260
apple_156.jpg,400,400,apple,22,106,92,246
apple_156.jpg,400,400,apple,1,223,152,392
apple_156.jpg,400,400,apple,144,236,295,396
apple_156.jpg,400,400,apple,210,101,361,255
apple_156.jpg,400,400,apple,276,215,400,354
apple_156.jpg,400,400,apple,137,207,237,283
apple_157.jpg,400,400,apple,123,122,330,342
apple_157.jpg,400,400,apple,24,101,183,309
apple_157.jpg,400,400,apple,240,100,393,290
apple_158.jpg,400,400,apple,96,53,344,303
apple_158.jpg,400,400,apple,18,175,262,343
apple_159.jpg,400,400,apple,102,16,319,391
apple_160.jpg,400,400,apple,109,104,299,366
apple_161.jpg,400,400,apple,63,52,339,356
apple_163.jpg,400,400,apple,195,120,301,252
apple_163.jpg,400,400,apple,172,218,269,350
apple_163.jpg,400,400,apple,108,121,196,274
apple_163.jpg,400,400,apple,63,280,169,400
apple_163.jpg,400,400,apple,102,233,166,291
apple_163.jpg,400,400,apple,16,166,111,318
apple_163.jpg,400,400,apple,1,169,34,274
apple_163.jpg,400,400,apple,1,255,37,392
apple_163.jpg,400,400,apple,9,308,88,400
apple_163.jpg,400,400,apple,145,276,226,397
apple_163.jpg,400,400,apple,211,353,297,400
apple_163.jpg,400,400,apple,234,239,313,375
apple_163.jpg,400,400,apple,299,306,370,400
apple_163.jpg,400,400,apple,351,283,400,400
apple_163.jpg,400,400,apple,282,174,378,316
apple_163.jpg,400,400,apple,358,154,400,294
apple_163.jpg,400,400,apple,255,81,332,184
apple_163.jpg,400,400,apple,318,54,400,177
apple_163.jpg,400,400,apple,354,1,400,77
apple_163.jpg,400,400,apple,269,1,355,86
apple_163.jpg,400,400,apple,238,1,289,21
apple_163.jpg,400,400,apple,170,22,271,141
apple_163.jpg,400,400,apple,178,1,242,31
apple_163.jpg,400,400,apple,118,1,182,33
apple_163.jpg,400,400,apple,91,10,177,132
apple_163.jpg,400,400,apple,165,113,212,175
apple_163.jpg,400,400,apple,15,1,114,114
apple_163.jpg,400,400,apple,1,1,26,121
apple_163.jpg,400,400,apple,7,74,99,177
apple_164.jpg,400,400,apple,17,109,204,347
apple_164.jpg,400,400,apple,106,43,275,260
apple_164.jpg,400,400,apple,194,114,376,341
apple_165.jpg,400,400,apple,144,126,373,338
apple_165.jpg,400,400,apple,26,42,250,288
apple_166.jpg,400,400,apple,71,59,346,328
apple_167.jpg,400,400,apple,84,73,303,316
apple_168.jpg,400,400,apple,31,1,190,186
apple_168.jpg,400,400,apple,22,128,101,199
apple_168.jpg,400,400,apple,1,167,160,351
apple_168.jpg,400,400,apple,122,206,289,399
apple_168.jpg,400,400,apple,133,135,275,240
apple_168.jpg,400,400,apple,246,175,400,364
apple_169.jpg,400,400,apple,94,88,323,335
apple_170.jpg,400,400,apple,185,72,363,353
apple_170.jpg,400,400,apple,14,69,186,355
apple_171.jpg,400,400,apple,138,94,240,200
apple_171.jpg,400,400,apple,64,153,154,273
apple_171.jpg,400,400,apple,155,170,255,285
apple_171.jpg,400,400,apple,208,162,262,204
apple_171.jpg,400,400,apple,230,170,347,284
apple_172.jpg,400,400,apple,196,135,362,284
apple_172.jpg,400,400,apple,128,84,279,259
apple_172.jpg,400,400,apple,31,138,197,299
apple_173.jpg,400,400,apple,36,35,355,340
apple_174.jpg,400,400,apple,238,170,328,257
apple_174.jpg,400,400,apple,244,262,317,362
apple_174.jpg,400,400,apple,311,299,387,379
apple_174.jpg,400,400,apple,348,370,393,400
apple_174.jpg,400,400,apple,151,285,247,356
apple_174.jpg,400,400,apple,1,327,69,400
apple_174.jpg,400,400,apple,55,107,116,154
apple_174.jpg,400,400,apple,13,210,55,257
apple_174.jpg,400,400,apple,204,68,262,143
apple_174.jpg,400,400,apple,196,155,267,226
apple_174.jpg,400,400,apple,329,143,391,224
apple_174.jpg,400,400,apple,341,50,400,133
apple_174.jpg,400,400,apple,75,1,119,31
apple_174.jpg,400,400,apple,111,302,166,345
apple_175.jpg,400,400,apple,62,9,200,188
apple_175.jpg,400,400,apple,189,26,329,189
apple_175.jpg,400,400,apple,135,146,260,240
apple_175.jpg,400,400,apple,74,174,214,350
apple_175.jpg,400,400,apple,14,103,116,276
apple_175.jpg,400,400,apple,207,179,353,367
apple_175.jpg,400,400,apple,316,96,399,259
apple_176.jpg,400,400,apple,50,24,347,373
apple_177.jpg,400,400,apple,146,146,393,337
apple_177.jpg,400,400,apple,36,52,267,315
apple_178.jpg,400,400,apple,75,104,212,230
apple_178.jpg,400,400,apple,85,157,237,335
apple_178.jpg,400,400,apple,205,109,347,281
apple_179.jpg,400,400,apple,99,52,253,246
apple_179.jpg,400,400,apple,99,201,240,357
apple_179.jpg,400,400,apple,197,105,346,343
apple_180.jpg,400,400,apple,96,1,245,204
apple_180.jpg,400,400,apple,200,33,337,282
apple_180.jpg,400,400,apple,277,182,400,380
apple_180.jpg,400,400,apple,31,175,177,400
apple_181.jpg,400,400,apple,117,52,244,185
apple_181.jpg,400,400,apple,184,148,346,290
apple_181.jpg,400,400,apple,63,163,188,294
apple_182.jpg,400,400,apple,36,33,354,344
apple_183.jpg,400,400,apple,1,16,207,241
apple_183.jpg,400,400,apple,140,26,351,180
apple_183.jpg,400,400,apple,185,110,400,303
apple_183.jpg,400,400,apple,1,168,245,371
apple_184.jpg,400,400,apple,35,83,203,274
apple_184.jpg,400,400,apple,75,231,208,360
apple_184.jpg,400,400,apple,159,146,344,339
apple_184.jpg,400,400,apple,190,71,370,235
apple_185.jpg,400,400,apple,91,56,345,320
apple_186.jpg,400,400,apple,28,33,360,382
apple_187.jpg,400,400,apple,103,62,299,385
apple_187.jpg,400,400,apple,1,28,175,316
apple_187.jpg,400,400,apple,202,1,400,306
apple_200.jpg,400,400,apple,121,25,288,140
apple_200.jpg,400,400,apple,114,116,297,255
apple_201.jpg,400,400,apple,109,114,283,263
apple_202.jpg,400,400,apple,140,167,270,230
apple_202.jpg,400,400,apple,131,202,293,313
apple_203.jpg,400,400,apple,157,131,296,290
apple_203.jpg,400,400,egg,12,1,97,60
apple_203.jpg,400,400,tomatow,371,180,400,280
apple_204.jpg,400,400,apple,69,82,245,205
apple_204.jpg,400,400,apple,94,200,259,327
apple_205.jpg,400,400,apple,26,155,207,287
apple_205.jpg,400,400,apple,204,150,370,277
apple_206.jpg,400,400,apple,70,77,241,223
apple_206.jpg,400,400,apple,87,206,265,335
apple_207.jpg,400,400,apple,104,161,285,302
apple_208.jpg,400,400,apple,101,141,247,228
apple_208.jpg,400,400,apple,96,193,296,334
apple_209.jpg,400,400,apple,155,106,315,226
apple_209.jpg,400,400,apple,180,212,337,324
apple_210.jpg,400,400,apple,130,125,326,270
apple_210.jpg,400,400,apple,1,1,99,40
apple_211.jpg,400,400,apple,121,164,300,287
apple_212.jpg,400,400,apple,46,65,214,196
apple_212.jpg,400,400,apple,62,188,243,312
apple_213.jpg,400,400,apple,110,65,274,185
apple_213.jpg,400,400,apple,128,176,308,301
apple_214.jpg,400,400,apple,35,150,209,285
apple_214.jpg,400,400,apple,210,154,374,268
apple_300.jpg,400,400,apple,163,121,275,296
apple_301.jpg,400,400,apple,201,81,336,233
apple_301.jpg,400,400,apple,161,31,259,168
apple_301.jpg,400,400,apple,241,48,350,162
apple_301.jpg,400,400,apple,299,168,400,294
apple_301.jpg,400,400,apple,199,187,314,325
apple_301.jpg,400,400,apple,129,246,258,400
apple_301.jpg,400,400,apple,77,151,214,311
apple_301.jpg,400,400,apple,30,82,160,238
apple_301.jpg,400,400,apple,58,43,165,158
apple_301.jpg,400,400,apple,1,133,103,285
apple_303.jpg,400,400,apple,35,114,162,270
apple_303.jpg,400,400,apple,18,214,128,335
apple_303.jpg,400,400,apple,68,74,173,189
apple_303.jpg,400,400,apple,1,11,96,146
apple_303.jpg,400,400,apple,165,69,263,209
apple_303.jpg,400,400,apple,117,171,229,281
apple_303.jpg,400,400,apple,85,233,205,400
apple_303.jpg,400,400,apple,197,238,304,387
apple_303.jpg,400,400,apple,216,124,345,255
apple_303.jpg,400,400,apple,157,40,279,127
apple_304.jpg,400,400,apple,34,112,158,273
apple_304.jpg,400,400,apple,1,10,102,144
apple_304.jpg,400,400,apple,67,79,162,189
apple_304.jpg,400,400,apple,139,164,234,280
apple_304.jpg,400,400,apple,150,72,265,225
apple_304.jpg,400,400,apple,153,44,272,140
apple_304.jpg,400,400,apple,232,130,346,260
apple_304.jpg,400,400,apple,206,231,304,384
apple_304.jpg,400,400,apple,87,236,210,400
apple_304.jpg,400,400,apple,25,211,114,338
apple_305.jpg,400,400,apple,35,117,159,275
